japanese,pronounce,english
看板,かんばん,"sign, signboard, doorplate, poster, billboard, appearance, figurehead, policy, attraction, closing time"
緩い,ゆるい,"loose, lenient, slow"
鑑賞,かんしょう,"appreciation (e.g. of art), aesthetic sense"
間隔,かんかく,"space, interval, SPC"
器具,きぐ,"utensil, apparatus, implement, device, gadget"
基地,きち,base
基盤,きばん,"foundation, basis, base, footing"
飢える,うえる,"to starve, to thirst, to be hungry"
休養,きゅうよう,"rest, break, recreation"
及ぼす,およぼす,"to exert, to cause, to exercise"
恐縮,きょうしゅく,"shame, very kind of you, sorry to trouble"
教養,きょうよう,"culture, education, refinement, cultivation"
興奮,こうふん,"excitement, stimulation, agitation, arousal"
驚かす,おどろかす,"to surprise, to frighten, to create a stir"
句,く,"① section (i.e. of text), sentence, passage, paragraph ② phrase ③ verse (of 5 or 7 mora in Japanese poetry; of 4, 5, or 7 characters in Chinese poetry) ④ haiku, first 17 morae of a renga, etc. ⑤ maxim, saying, idiom, expression"
郡,ぐん,"① district, county ② district (of 2-20 50-home neighbourhoods or townships, in the Ritsuryo period)"
系統,けいとう,"system, family line, geological formation, lineage, ancestry"
継続,けいぞく,continuation
堅い,かたい,"① hard, solid, tough ② stiff, tight, wooden, unpolished (e.g. writing) ③ strong, firm (not viscous or easily moved) ④ safe, steady, honest, steadfast ⑤ obstinate, stubborn ⑥ bookish, formal, stuffy"
研修,けんしゅう,"training (esp. in-service), induction course"
謙虚,けんきょ,"modesty, humility"
賢明,けんめい,"wisdom, intelligence, prudence"
顕微鏡,けんびきょう,microscope
厳重,げんじゅう,"strict, rigour, rigor, severe, firm, strong, secure"
古典,こてん,"old book, classics, classic"
娯楽,ごらく,"pleasure, amusement"
後輩,こうはい,junior (at work or school)
ご無沙汰,ごぶさた,"not writing or contacting for a while, neglecting (failing) to write (call, visit, etc.), long silence"
御覧,ごらん,"① (after the -te form of a verb) (please) try to ② (please) look ③ seeing, looking, watching"
公衆,こうしゅう,"the public, general public"
功績,こうせき,"achievements, merit, meritorious service, meritorious deed"
好き嫌い,すききらい,"likes and dislikes, taste"
攻める,せめる,"to attack, to assault"
校舎,こうしゃ,school building
綱,つな,① rope ② sumo grand champion's braided belt
項目,こうもく,"(data) item, entry"
高級,こうきゅう,"high class, high grade"
恨み,うらみ,"① resentment, grudge, malice, bitterness ② matter for regret, regret"
恨む,うらむ,"① to resent, to curse, to feel bitter, to blame, to bear a grudge ② to regret"
鎖,くさり,"chain, chains"
催し,もよおし,"event, festivities, function, social gathering, auspices, opening, holding (a meeting)"
砕く,くだく,"to break, to smash"
削る,けずる,"① to shave (wood or leather), to sharpen, to plane, to whittle, to pare, to scrape off ② to cross out, to reduce, to curtail, to remove, to erase, to delete"
削除,さくじょ,"elimination, cancellation, deletion, erasure, DEL (key)"
索引,さくいん,"index, indices, indexes"
撮影,さつえい,photographing
殺人,さつじん,murder
司会,しかい,"chairmanship, leading a meeting"
姿勢,しせい,"attitude, posture"
市場,しじょう,(the) market (as a concept)
氏名,しめい,"full name, identity"
紙幣,しへい,"paper money, notes, bills"
紫,むらさき,"① purple, violet ② Lithospermum erythrorhizon (species of gromwell) ③ type of soy sauce"
磁石,じしゃく,① magnet ② compass
自衛,じえい,"self-defense, self-defence"
執筆,しっぴつ,writing (e.g. as a profession)
斜め,ななめ,"① slanting, tilted, sloping, diagonal, oblique ② unusual, slanted (view of the world), bad (mood)"
煮る,にる,"to boil, to cook"
受け入れる,うけいれる,"to accept, to receive"
寿命,じゅみょう,life span
就任,しゅうにん,"inauguration, assumption of office"
修繕,しゅうぜん,"repair, mending"
醜い,みにくい,"① ugly, unattractive ② unsightly, unseemly"
縦,たて,"① the vertical, height ② front-to-back, length"
縮める,ちぢめる,"to shorten, to reduce, to boil down, to shrink"
縮小,しゅくしょう,"reduction, curtailment"
循環,じゅんかん,"circulation, rotation, cycle"
純粋,じゅんすい,"pure, true, genuine, unmixed"
巡る,めぐる,① to go around ② to return ③ to surround ④ to concern (usu. of disputes)
順序,じゅんじょ,"order, sequence, procedure"
初級,しょきゅう,elementary level
初旬,しょじゅん,first 10 days of the month
助教授,じょきょうじゅ,assistant professor
将棋,しょうぎ,"shogi, Japanese chess, xianqi"
小遣い,こづかい,"pocket money, spending money, pin money, allowance"
焦点,しょうてん,"focus (e.g. photographic), focal point"
鐘,かね,"bell (often a large hanging bell), chime"
上級,じょうきゅう,"advanced level, high grade, senior"
上旬,じょうじゅん,first 10 days of month
載る,のる,"① to get on, to ride in, to board, to mount, to get up on ② to spread (paints), to be taken in ③ to share in, to join, to feel like doing, to be mentioned in, to be in harmony with ④ to appear (in print), to be recorded, to be found in (a dictionary)"
蒸し暑い,むしあつい,"humid, sultry"
飾り,かざり,decoration
振り,ふり,"① pretence (pretense), show ② appearance, behaviour ③ swing, swinging ④ lacking a reservation or introduction (at a restaurant, etc.) ⑤ unsewn part of a hanging sleeve on a traditional Japanese woman's garment"
新幹線,しんかんせん,"bullet train (very high speed), Shinkansen"
申請,しんせい,"application, request, petition"
診断,しんだん,diagnosis
酢,す,vinegar
図鑑,ずかん,"illustrated reference book, illustrated encyclopedia (esp. for children), picture book"
垂直,すいちょく,"vertical, perpendicular"
推定,すいてい,"① presumption, assumption ② estimation"
水素,すいそ,hydrogen
杉,すぎ,"Japanese cedar, Cryptomeria japonica"
澄む,すむ,"to clear (e.g. weather), to become transparent"
寸法,すんぽう,"measurement, size, extent, dimension"
整備,せいび,"maintenance, servicing, outfitting"
製作,せいさく,"manufacture, production"
西暦,せいれき,"Christian Era, CE, anno domini, AD"
惜しい,おしい,"① regrettable, disappointing ② precious, dear, valuable ③ too good for, deserving better ④ almost but not quite"
先端,せんたん,"pointed end, tip, fine point, spearhead, cusp, vanguard, advanced, leading edge"
宣伝,せんでん,"propaganda, publicity, advertisement, advertising"
洗剤,せんざい,"detergent, washing material"
素人,しろうと,"amateur, novice"
素直,すなお,"① obedient, meek, docile, unaffected ② honest, frank"
創作,そうさく,"production, literary creation, work"
倉庫,そうこ,"storehouse, warehouse, godown"
爽やか,さわやか,"fresh, refreshing, invigorating, clear, fluent, eloquent"
葬式,そうしき,funeral
あう,あう,"① to meet, to encounter ② to have an accident, to have a bad experience"
太鼓,たいこ,drum
妥当,だとう,"valid, proper, right, appropriate"
体系,たいけい,"system, organization, organisation, architecture"
体操,たいそう,"gymnastics, physical exercises, calisthenics"
対策,たいさく,"counter-plan, counter-measure"
滝,たき,waterfall
但し,ただし,"but, however, provided that"
脱線,だっせん,"derailment, digression"
弾,たま,"① ball, sphere, globe, orb ② bead (of sweat, dew, etc.), drop, droplet ③ ball (in sports) ④ pile (of noodles, etc.) ⑤ bullet ⑥ bulb (i.e. a light bulb) ⑦ ens (of glasses, etc.) ⑧ bead (of an abacus) ⑨ egg ⑩ gem, jewel (esp. spherical; sometimes used figuratively), pearl ⑪ female entertainer (e.g. a geisha) ⑫ person (when commenting on their nature), character ⑬ item, funds or person used as part of a plot ⑭ coin ⑮ precious, beautiful, excellent"
地盤,じばん,"stronghold, base, (the) ground"
中旬,ちゅうじゅん,"middle of a month, second third of a month"
丁目,ちょうめ,"district of a town, city block (of irregular size)"
張り切る,はりきる,"to be in high spirits, to be full of vigor (vigour), to be enthusiastic, to be eager, to stretch to breaking point"
彫る,ほる,"① to carve, to engrave, to sculpt, to chisel ② to tattoo"
彫刻,ちょうこく,"carving, engraving, sculpture"
調整,ちょうせい,"regulation, coordination, adjustment, tuning, modification, alteration"
調節,ちょうせつ,"regulation, adjustment, control"
定価,ていか,"list price, regular price, established price"
典型,てんけい,"type, pattern, archetypal"
天才,てんさい,"genius, prodigy, natural gift"
展開,てんかい,① development ② expansion (opposite of compression)
吐き気,はきけ,"nausea, sickness in the stomach"
吐く,はく,"① to breathe ② to tell (lies) ③ to vomit, to disgorge"
統一,とういつ,"unity, consolidation, uniformity, unification, compatible"
透明,とうめい,"transparency, cleanness"
瞳,ひとみ,① pupil (of eye) ② eye
峠,とうげ,"ridge, (mountain) pass, difficult part"
特殊,とくしゅ,"special, unique"
独り,ひとり,"alone, unmarried, solitary"
独り言,ひとりごと,"soliloquy, monologue, speaking to oneself"
縄,なわ,"rope, hemp"
能率,のうりつ,① efficiency ② moment (i.e. magnetic moment)
派手,はで,"showy, loud, gay, flashy, gaudy"
俳句,はいく,"haiku poetry (17-syllable poem usually in 3 lines of 5, 7 and 5 syllables)"
鉢,はち,"① bowl, pot, basin ② flowerpot ③ crown, brainpan"
発射,はっしゃ,"firing, shooting, discharge, catapult, ejaculation (sl)"
非難,ひなん,"blame, attack, criticism"
標識,ひょうしき,"sign, mark, flag"
